concept_id,node_type,preferred_name,source,category,synonyms
SCTID:3658006,Qualifier,Infancy,SNOMEDCT,qualifier value,Infancy | Infancy - period
SCTID:36582005,AnatomicalSite,Brachial plexus structure,SNOMEDCT,body structure,Brachial plexus | Brachial plexus structure
SCTID:36735000,LabTest,"Gastric motility, function",SNOMEDCT,observable entity,"Gastric motility | Gastric motility, function"
SCTID:367591000119105,Disease,Hereditary nephropathy,SNOMEDCT,disorder,Hereditary disorder of kidney | Hereditary nephropathy | Inherited renal disease
SCTID:370494002,Disease,Protein-losing nephropathy,SNOMEDCT,disorder,Protein-losing nephropathy
SCTID:370992007,Disease,Dyslipidemia,SNOMEDCT,disorder,Dyslipidaemia | Dyslipidemia
SCTID:370999003,Disease,Primary hypogonadism,SNOMEDCT,disorder,Hypergonadotropic hypogonadism | Primary hypogonadism
SCTID:371304004,AnatomicalSite,Skin structure of lower limb,SNOMEDCT,body structure,Skin of lower extremity | Skin structure of lower extremity | Skin structure of lower limb
SCTID:371405004,Disease,Disorder of eye proper,SNOMEDCT,disorder,Disease of eyeball | Disorder of eye | Disorder of eye proper | Disorder of eyeball | Disorder of globe | Eye disorder
SCTID:371561008,Disease,Injury of thoracic nerve root,SNOMEDCT,disorder,Injury of thoracic nerve root
SCTID:371632003,Disease,Coma,SNOMEDCT,disorder,Coma | Comatose | Exanimation
SCTID:371879000,Qualifier,Abnormally high,SNOMEDCT,qualifier value,Abnormally high
SCTID:372070002,Disease,Gangrenous disorder,SNOMEDCT,disorder,Gangrene | Gangrenous disorder
SCTID:37231002,Disease,Macular retinal edema,SNOMEDCT,disorder,Macular edema | Macular oedema | Macular retinal edema | Macular retinal oedema
SCTID:37782003,Morphology,Damage,SNOMEDCT,morphologic abnormality,Damage | Tissue damage
SCTID:38542009,Morphology,Nodular glomerulosclerosis,SNOMEDCT,morphologic abnormality,Nodular glomerulosclerosis
SCTID:385424001,Disease,Injury of connective tissue,SNOMEDCT,disorder,Injury of connective tissue
SCTID:385486001,Disease,Postoperative complication,SNOMEDCT,disorder,Postoperative complication | Postoperative problem
SCTID:3855007,Disease,Disorder of pancreas,SNOMEDCT,disorder,Disorder of pancreas
SCTID:385627004,Morphology,Cellulitis,SNOMEDCT,morphologic abnormality,Cellulitis
SCTID:386045008,AnatomicalSite,Hair structure,SNOMEDCT,body structure,Hair | Hair structure
SCTID:386053000,Procedure,Evaluation procedure,SNOMEDCT,procedure,Assessment | Evaluation procedure | Investigations
SCTID:38716007,Morphology,Atherosclerosis,SNOMEDCT,morphologic abnormality,Atheromatosis | Atherosclerosis
SCTID:387713003,Procedure,Surgical procedure,SNOMEDCT,procedure,Operation | Operative procedure | Surgery | Surgical procedure
SCTID:3900008,Disease,Mixed sensory-motor polyneuropathy,SNOMEDCT,disorder,Mixed sensory-motor polyneuropathy
SCTID:390996000,Procedure,Plasma lactate level,SNOMEDCT,procedure,Plasma lactate level
SCTID:39211005,LabTest,Bowel action,SNOMEDCT,observable entity,Bowel action | Bowel function | Bowel habit | Bowel motion - function | Bowel movements
SCTID:39231000087102,Disease,Chronic painful polyneuropathy,SNOMEDCT,disorder,Chronic pain in polyneuropathy | Chronic painful polyneuropathy
SCTID:39352004,AnatomicalSite,Joint structure,SNOMEDCT,body structure,Joint | Joint structure | Joint types
SCTID:394844007,Qualifier,Outside reference range,SNOMEDCT,qualifier value,Outside reference range
SCTID:396956009,AnatomicalSite,Structure of forefoot region of foot,SNOMEDCT,body structure,Forefoot | Forefoot region of foot | Structure of forefoot region of foot
SCTID:399244003,Disease,Disorder of pituitary gland,SNOMEDCT,disorder,Disorder of pituitary | Disorder of pituitary gland | Dyspituitarism | Pituitary disease
SCTID:39937001,AnatomicalSite,Skin structure,SNOMEDCT,body structure,Skin | Skin structure
SCTID:399939002,Disease,Hirsutism,SNOMEDCT,disorder,Hirsutes | Hirsuties | Hirsutism | Pilosis
SCTID:399957001,Disease,Peripheral arterial occlusive disease,SNOMEDCT,disorder,PAOD - Peripheral arterial occlusive disease | Peripheral angiopathy | Peripheral arterial occlusive disease | Peripheral artery occlusive disease
SCTID:399959003,Disease,Premature aging syndrome,SNOMEDCT,disorder,Premature ageing syndrome | Premature aging syndrome
SCTID:400202001,Disease,Disorder of skin of lower limb,SNOMEDCT,disorder,Disorder of skin of lower limb
SCTID:401156005,LabTest,Plasma osmolality,SNOMEDCT,observable entity,Plasma osmolality
SCTID:40172005,Disease,Cardiac complication,SNOMEDCT,disorder,Cardiac complication | Cardiac complications of care
SCTID:402478005,Disease,Secondary xanthomatous infiltration of the skin,SNOMEDCT,disorder,Secondary xanthomatous infiltration of the skin
SCTID:402710005,Disease,Disorder of skin of lower limb due to disorder of vein of lower limb,SNOMEDCT,disorder,Dermatosis of lower extremity due to disorder of vein of lower limb | Dermatosis of lower limb due to disorder of vein of lower limb | Disorder of skin of lower extremity due to disorder of vein of lower limb | Disorder of skin of lower limb due to disorder of vein of lower limb
SCTID:402727002,Disease,Secondary hyperlipidemia,SNOMEDCT,disorder,Secondary hyperlipidaemia | Secondary hyperlipidemia
SCTID:405719001,Morphology,Chronic ulcer,SNOMEDCT,morphologic abnormality,Chronic ulcer
SCTID:4062006,Disease,Lumbosacral plexus lesion,SNOMEDCT,disorder,Lumbosacral plexus lesion
SCTID:406208005,LabTest,Adaptation behavior,SNOMEDCT,observable entity,Adaptation behavior | Adaptation behaviour | Adaptive behavior | Adaptive behaviour
SCTID:409774005,Morphology,Inflammatory morphology,SNOMEDCT,morphologic abnormality,Inflammatory morphology
SCTID:409777003,Morphology,Chronic inflammatory morphology,SNOMEDCT,morphologic abnormality,Chronic inflammatory morphology
SCTID:410942007,Substance,Drug or medicament,SNOMEDCT,substance,Drug or medicament
SCTID:41296002,AnatomicalSite,Iris structure,SNOMEDCT,body structure,Iris | Iris structure
SCTID:414173003,Disease,Exudative age-related macular degeneration,SNOMEDCT,disorder,EMD - Exudative macular degeneration | Exudative age-related macular degeneration | Exudative senile macular retinal degeneration | Neovascular age-related macular degeneration | Subretinal neovascularisation of macula | Subretinal neovascularization of macula | Wet senile macular degeneration
SCTID:414174009,LabTest,Eye observable,SNOMEDCT,observable entity,Eye observable
SCTID:414393003,Disease,Hereditary disorder of cellular element of blood,SNOMEDCT,disorder,Hereditary disorder of cellular element of blood
SCTID:41801008,AnatomicalSite,Coronary artery structure,SNOMEDCT,body structure,Coronary artery | Coronary artery structure
SCTID:4184009,Disease,Congenital anomaly of endocrine gland,SNOMEDCT,disorder,Congenital anomaly of endocrine gland | Congenital anomaly of endocrine organ | Congenital malformation of the endocrine glands
SCTID:418560003,Morphology,Absence,SNOMEDCT,morphologic abnormality,Absence
SCTID:41915009,Morphology,Stasis ulcer,SNOMEDCT,morphologic abnormality,Gravitational ulcer | Stasis leg ulcer | Stasis ulcer | Ulcerated varix | Varicose ulcer | Venous ulcer
SCTID:419193008,Disease,Ankle ulcer,SNOMEDCT,disorder,Ankle ulcer
SCTID:419933005,Substance,Glucocorticoid,SNOMEDCT,substance,Glucocorticoid
SCTID:423341008,Disease,Edema of optic disc,SNOMEDCT,disorder,Edema of optic disc | Optic disc edema | Optic disc oedema
SCTID:424124008,Qualifier,Sudden onset AND/OR short duration,SNOMEDCT,qualifier value,Sudden onset AND/OR short duration
SCTID:425323003,Qualifier,Sudden onset AND short duration,SNOMEDCT,qualifier value,Sudden onset AND short duration
SCTID:42658009,Disease,Disorder of the peripheral nervous system,SNOMEDCT,disorder,Disorder of the peripheral nervous system
SCTID:428339009,Disease,Disorder of joint of foot,SNOMEDCT,disorder,Arthropathy of foot | Disorder of joint of foot
SCTID:428360003,Disease,Arthropathy of joint of hand,SNOMEDCT,disorder,Arthropathy of joint of hand | Disorder of joint of hand
SCTID:429054002,Disease,Disorder related to transplantation,SNOMEDCT,disorder,Disorder related to transplantation
SCTID:430801000124103,Disease,Proliferative retinopathy,SNOMEDCT,disorder,Proliferative retinopathy
SCTID:431855005,Disease,Chronic kidney disease stage 1,SNOMEDCT,disorder,CKD stage 1 | Chronic kidney disease stage 1
SCTID:431856006,Disease,Chronic kidney disease stage 2,SNOMEDCT,disorder,CKD stage 2 | Chronic kidney disease stage 2
SCTID:431857002,Disease,Chronic kidney disease stage 4,SNOMEDCT,disorder,CKD stage 4 | Chronic kidney disease stage 4
SCTID:433144002,Disease,Chronic kidney disease stage 3,SNOMEDCT,disorder,CKD stage 3 | Chronic kidney disease stage 3
SCTID:433146000,Disease,Chronic kidney disease stage 5,SNOMEDCT,disorder,CKD stage 5 | Chronic kidney disease stage 5 | ESCRF - end stage chronic renal failure | ESRD - end stage renal disease | ESRF - end stage renal failure | End stage chronic renal failure | End-stage renal disease
SCTID:434912009,LabTest,Blood glucose concentration,SNOMEDCT,observable entity,Blood glucose concentration
SCTID:44138005,LabTest,"Keratinization, function",SNOMEDCT,observable entity,"Keratinisation | Keratinization | Keratinization, function"
SCTID:441574008,Disease,Atherosclerosis of artery,SNOMEDCT,disorder,Atherosclerosis artery | Atherosclerosis of artery
SCTID:441689006,Procedure,Measurement of total hemoglobin concentration,SNOMEDCT,procedure,Measurement of total haemoglobin concentration | Measurement of total hemoglobin concentration
SCTID:441739009,Disease,Disorder of vein of lower extremity,SNOMEDCT,disorder,Disorder of vein of lower extremity | Venous disorder of lower extremity
SCTID:441862004,Qualifier,Infectious process,SNOMEDCT,qualifier value,Infectious process
SCTID:441900009,Substance,Chemical,SNOMEDCT,substance,Chemical
SCTID:441971000124107,Disease,Chronic disease-related malnutrition,SNOMEDCT,disorder,Chronic disease-related malnutrition
SCTID:442686002,Finding,Measurement finding below reference range,SNOMEDCT,finding,Measurement finding below reference range
SCTID:444780001,Finding,Glucose in blood specimen above reference range,SNOMEDCT,finding,Glucose in blood specimen above reference range | High glucose level in blood
SCTID:444827008,Disease,Erythema of skin,SNOMEDCT,disorder,Erythema of skin
SCTID:445125009,Disease,Necrosis of subcutaneous tissue,SNOMEDCT,disorder,Necrosis of subcutaneous tissue
SCTID:446252004,Morphology,Diffuse glomerulosclerosis,SNOMEDCT,morphologic abnormality,Diffuse glomerulosclerosis
SCTID:448157006,Disease,Abnormality of systemic vein,SNOMEDCT,disorder,Abnormality of systemic vein
SCTID:449735000,Morphology,Structural change due to ischemia,SNOMEDCT,morphologic abnormality,Structural change due to ischaemia | Structural change due to ischemia
SCTID:45272004,AnatomicalSite,Lumbosacral plexus structure,SNOMEDCT,body structure,Lumbosacral plexus | Lumbosacral plexus structure
SCTID:45793000,AnatomicalSite,Pineal structure,SNOMEDCT,body structure,Epiphysis cerebri | Pineal body | Pineal gland | Pineal structure
SCTID:46716003,Procedure,Microalbuminuria measurement,SNOMEDCT,procedure,Microalbuminuria measurement | Urine microalbumin | Urine microalbumin level
SCTID:46742003,Disease,Skin ulcer,SNOMEDCT,disorder,Cutaneous ulcer | Skin ulcer
SCTID:47078008,LabTest,"Hearing, function",SNOMEDCT,observable entity,"Audition | Auditory function | Hearing | Hearing, function | Perception of sound"
SCTID:4720007,Morphology,Dystrophy,SNOMEDCT,morphologic abnormality,Dystrophy
SCTID:472324001,Disease,Fetal hypertrophic cardiomyopathy,SNOMEDCT,disorder,Fetal hypertrophic cardiomyopathy | Foetal hypertrophic cardiomyopathy
SCTID:473448003,AnatomicalSite,Non-coronary systemic artery structure,SNOMEDCT,body structure,Non-coronary systemic artery structure
SCTID:473449006,Disease,Disease of non-coronary systemic artery,SNOMEDCT,disorder,Disease of non-coronary systemic artery
SCTID:47538007,AnatomicalSite,Vitreous body structure,SNOMEDCT,body structure,Corpus vitreum | Vitreous body | Vitreous body structure
SCTID:4830009,Morphology,Hyperpigmentation,SNOMEDCT,morphologic abnormality,Hyperpigmentation
SCTID:48362000,AnatomicalSite,Structure of iridocorneal angle,SNOMEDCT,body structure,Anterior chamber angle | Drainage angle | Iridocorneal angle | Structure of iridocorneal angle
SCTID:49549006,AnatomicalSite,Structure of visual system,SNOMEDCT,body structure,Structure of visual system | Visual structure | Visual system structure
SCTID:49698005,Disease,Urinary complication,SNOMEDCT,disorder,Urinary complication
SCTID:49755003,Morphology,Morphologically abnormal structure,SNOMEDCT,morphologic abnormality,Abnormal tissue appearance | Morphologically abnormal structure | Structural abnormality
SCTID:49765009,Disease,Hyperpigmentation of skin,SNOMEDCT,disorder,Hyperpigmentation | Hyperpigmentation disorder | Hyperpigmentation of skin
SCTID:50960005,Morphology,Hemorrhage,SNOMEDCT,morphologic abnormality,Bleeding | Blood loss | Extravasation of blood | Haemorrhage | Hemorrhage
SCTID:51114001,AnatomicalSite,Arterial structure,SNOMEDCT,body structure,Arterial structure | Artery
SCTID:5181000119108,Disease,Cervical plexopathy,SNOMEDCT,disorder,Cervical plexopathy
SCTID:51833009,AnatomicalSite,Peripheral blood vessel structure,SNOMEDCT,body structure,Peripheral blood vessel structure | Peripheral vascular system | Peripheral vascular system structure | Peripheral vasculature
SCTID:51840005,AnatomicalSite,Systemic circulatory system structure,SNOMEDCT,body structure,Greater circulation | Systemic circulatory system | Systemic circulatory system structure
SCTID:51995000,Disease,Rubeosis iridis,SNOMEDCT,disorder,Iris neovascularisation | Iris neovascularization | NVI - New vessels iris | New vessels in iris | Rubeosis iridis | Rubeotic iris
SCTID:52034004,AnatomicalSite,Skin structure of toe,SNOMEDCT,body structure,Skin of toe | Skin structure of toe
SCTID:52254009,Disease,Nephrotic syndrome,SNOMEDCT,disorder,NS - Nephrotic syndrome | Nephrosis | Nephrotic syndrome
SCTID:52674009,Disease,Ischemia,SNOMEDCT,disorder,Ischaemia | Ischemia
SCTID:52988006,Morphology,Lesion,SNOMEDCT,morphologic abnormality,Lesion
SCTID:53520000,AnatomicalSite,Autonomic nerve structure,SNOMEDCT,body structure,Autonomic nerve structure | Peripheral autonomic nerve
SCTID:53741008,Disease,Coronary arteriosclerosis,SNOMEDCT,disorder,Arteriosclerotic heart disease | CAD - Coronary artery disease | CHD - Coronary heart disease | Coronary arteriosclerosis | Coronary artery disease | Coronary heart disease | Coronary sclerosis
SCTID:54727009,Morphology,Chronic lymphocytic inflammation,SNOMEDCT,morphologic abnormality,Chronic lymphocytic inflammation | Lymphocytic infiltrate | Lymphocytic inflammatory cell infiltrate
SCTID:55199003,Morphology,Hypoplasia,SNOMEDCT,morphologic abnormality,Hypocellularity | Hypoplasia
SCTID:5597008,AnatomicalSite,Structure of retina of right eye,SNOMEDCT,body structure,Retina of right eye | Structure of retina of right eye
SCTID:56051008,Disease,Ketoacidosis,SNOMEDCT,disorder,Ketoacidosis
SCTID:56193007,AnatomicalSite,Oculomotor nerve structure,SNOMEDCT,body structure,Cranial nerve III | Oculomotor nerve | Oculomotor nerve structure | Third cranial nerve
SCTID:56208002,Morphology,Ulcer,SNOMEDCT,morphologic abnormality,Ulcer | Ulcer - lesion | Ulceration | Ulcerative lesion | Ulcus
SCTID:56246009,Morphology,Hypertrophy,SNOMEDCT,morphologic abnormality,Hypertrophic | Hypertrophy
SCTID:56317004,Disease,Alopecia,SNOMEDCT,disorder,Alopecia | Bald | Baldness | Hair loss disorder
SCTID:56329008,AnatomicalSite,Pituitary structure,SNOMEDCT,body structure,Hypophysis | Pituitary gland | Pituitary structure
SCTID:56459004,AnatomicalSite,Foot structure,SNOMEDCT,body structure,Foot | Foot structure
SCTID:5665001,AnatomicalSite,Retinal structure,SNOMEDCT,body structure,Retina | Retinal structure
SCTID:57378007,Procedure,Measurement of protein in urine,SNOMEDCT,procedure,Measurement of protein in urine | Urine protein level | Urine protein measurement
SCTID:57697001,Morphology,Growth alteration,SNOMEDCT,morphologic abnormality,Disturbance of growth | Growth alteration
SCTID:58443009,AnatomicalSite,Structure of retina of left eye,SNOMEDCT,body structure,Retina of left eye | Structure of retina of left eye
SCTID:58729003,Disease,Disorder of capillaries,SNOMEDCT,disorder,Capillary disease | Capillary disorder | Disorder of capillaries | Microangiopathy
SCTID:58909005,Morphology,Amputated structure,SNOMEDCT,morphologic abnormality,Amputated structure
SCTID:59455009,Disease,Metabolic acidosis,SNOMEDCT,disorder,Metabolic acidosis
SCTID:60168000,Disease,Osteomyelitis,SNOMEDCT,disorder,OM - Osteomyelitis | OSTM - Osteomyelitis | Osteomyelitis | Pyogenic inflammation of bone
SCTID:60342002,Disease,Movement disorder,SNOMEDCT,disorder,Movement disorder
SCTID:60700002,Disease,Sensorineural hearing loss,SNOMEDCT,disorder,Neurosensory deafness | PD - Perceptive deafness | Perceptive deafness | Perceptive hearing loss | SND - Sensorineural deafness | SNHL - Sensorineural hearing loss | Sensorineural deafness | Sensorineural hearing loss | Sensory-neural deafness | Sensory-neural hearing loss
SCTID:60738003,Disease,Secondary myopathy,SNOMEDCT,disorder,Secondary myopathy
SCTID:60750009,Disease,Third cranial nerve disease,SNOMEDCT,disorder,Oculomotor nerve disease | Oculomotor nerve disorder | Third cranial nerve disease | Third cranial nerve disorder
SCTID:609395005,Disease,Injury of somatic nerve plexus,SNOMEDCT,disorder,Injury of somatic nerve plexus
SCTID:609410002,Disease,Necrosis of anatomical site,SNOMEDCT,disorder,Necrosis of anatomical site
SCTID:609496007,Disease,Complication occurring during pregnancy,SNOMEDCT,disorder,Complication occurring during pregnancy
SCTID:609520005,Disease,Disorder of fetal structure,SNOMEDCT,disorder,Disorder of fetal structure | Disorder of foetal structure
SCTID:609592007,Disease,Mononeuropathy of lower limb,SNOMEDCT,disorder,Mononeuropathy of lower limb
SCTID:609610009,AnatomicalSite,Structure of nerve root and/or plexus,SNOMEDCT,body structure,Structure of nerve root and/or plexus
SCTID:609611008,Disease,Lesion of nerve root and/or plexus,SNOMEDCT,disorder,Lesion of nerve root and/or plexus
SCTID:6141006,Disease,Retinal edema,SNOMEDCT,disorder,Retinal edema | Retinal oedema
SCTID:61685007,AnatomicalSite,Lower limb structure,SNOMEDCT,body structure,Leg | Lower extremity | Lower extremity structure | Lower limb | Lower limb structure
SCTID:61823004,Disease,Injury of pancreas,SNOMEDCT,disorder,Injury of pancreas
SCTID:62459000,Qualifier,Chronic persistent,SNOMEDCT,qualifier value,Chronic persistent
SCTID:6266001,Morphology,Granulomatous inflammation,SNOMEDCT,morphologic abnormality,Granulomatous inflammation
SCTID:62907002,Disease,Respiratory complication,SNOMEDCT,disorder,Respiratory complication
SCTID:63533009,LabTest,"Mucociliary clearance, function",SNOMEDCT,observable entity,"Mucociliary clearance | Mucociliary clearance, function"
SCTID:64033007,AnatomicalSite,Kidney structure,SNOMEDCT,body structure,Kidney | Kidney structure | Renal structure
SCTID:64572001,Disease,Disease,SNOMEDCT,disorder,Clinical disease AND/OR syndrome | Disease | Diseases | Disorder | Disorders | Syndrome
SCTID:65074000,Disease,Iritis,SNOMEDCT,disorder,Iritis
SCTID:65094009,Disease,Multiple malformation syndrome with facial defects as major feature,SNOMEDCT,disorder,Multiple malformation syndrome with facial defects as major feature
SCTID:6574001,Morphology,Necrosis,SNOMEDCT,morphologic abnormality,Cellular necrosis | Necrosis | Tissue devitalisation | Tissue devitalization
SCTID:66383009,Disease,Gingivitis,SNOMEDCT,disorder,Gingivitis
SCTID:66828007,AnatomicalSite,Thoracic spinal nerve root structure,SNOMEDCT,body structure,Thoracic spinal cord nerve root | Thoracic spinal nerve root structure
SCTID:6736007,Qualifier,Moderate (severity modifier),SNOMEDCT,qualifier value,Midgrade | Moderate (severity modifier) | Moderate severity
SCTID:677601000119101,Disease,Microaneurysm of left retinal artery,SNOMEDCT,disorder,Microaneurysm of left retinal artery
SCTID:677611000119103,Disease,Microaneurysm of right retinal artery,SNOMEDCT,disorder,Microaneurysm of right retinal artery
SCTID:67769002,AnatomicalSite,Structure of subcutaneous fatty tissue,SNOMEDCT,body structure,Panniculus adiposus | Structure of subcutaneous fatty tissue | Subcutaneous adipose tissue | Subcutaneous fat | Subcutaneous fatty tissue
SCTID:68288006,AnatomicalSite,Glomerulus structure,SNOMEDCT,body structure,Glomerulus | Glomerulus structure
SCTID:68463000,Morphology,Necrobiosis,SNOMEDCT,morphologic abnormality,Necrobiosis
SCTID:68591005,Disease,Congenital hypoplasia of pancreas,SNOMEDCT,disorder,Congenital hypoplasia of pancreas | Congenital small pancreas | Hypoplasia of pancreas | Pancreatic hypoplasia
SCTID:68616007,Morphology,Primary atrophy,SNOMEDCT,morphologic abnormality,Essential atrophy | Primary atrophy
SCTID:6942003,LabTest,Level of consciousness,SNOMEDCT,observable entity,LOC - Level of consciousness | Level of consciousness
SCTID:69536005,AnatomicalSite,Head structure,SNOMEDCT,body structure,Head | Head structure
SCTID:69695003,AnatomicalSite,Stomach structure,SNOMEDCT,body structure,Stomach | Stomach structure | Ventriculus
SCTID:69980003,Disease,Non-infective diarrhea,SNOMEDCT,disorder,Non-infective diarrhea | Non-infective diarrhoea | Presumed non-infectious diarrhea | Presumed non-infectious diarrhoea
SCTID:700378005,Disease,Chronic kidney disease stage 3A,SNOMEDCT,disorder,Chronic kidney disease stage 3A
SCTID:700379002,Disease,Chronic kidney disease stage 3B,SNOMEDCT,disorder,Chronic kidney disease stage 3B
SCTID:700453005,Disease,Congenital sensorineural hearing loss,SNOMEDCT,disorder,Congenital sensorineural deafness | Congenital sensorineural hearing loss
SCTID:703938007,Disease,Inflammatory dermatosis,SNOMEDCT,disorder,Dermatitis | Inflammatory dermatosis
SCTID:70819003,Morphology,Erythema,SNOMEDCT,morphologic abnormality,Erythema
SCTID:709044004,Disease,Chronic kidney disease,SNOMEDCT,disorder,CKD - chronic kidney disease | Chronic kidney disease | Chronic renal disease | Chronic renal impairment
SCTID:710349003,Disease,Peripheral neuropathy of upper limb due to metabolic disorder,SNOMEDCT,disorder,Neuropathy of upper limb due to metabolic disorder | Peripheral neuropathy of upper limb due to metabolic disorder
SCTID:710360007,Disease,Peripheral neuropathy due to metabolic disorder,SNOMEDCT,disorder,Peripheral neuropathy due to metabolic disorder
SCTID:711168000,Disease,Ulcer of skin of lower extremity,SNOMEDCT,disorder,Ulcer of skin of lower extremity | Ulcer of skin of lower limb
SCTID:711637003,AnatomicalSite,Structure of midfoot region of foot,SNOMEDCT,body structure,Midfoot | Midfoot region of foot | Structure of midfoot region of foot
SCTID:71325002,Disease,Lipodystrophy,SNOMEDCT,disorder,Dystrophy of fatty tissue | Lipodystrophy
SCTID:714152005,Disease,Chronic kidney disease stage 5 on dialysis,SNOMEDCT,disorder,CKD (chronic kidney disease) stage 5d | Chronic kidney disease 5d | Chronic kidney disease stage 5 on dialysis | End stage renal failure on dialysis
SCTID:72129000,Disease,Acquired acanthosis nigricans,SNOMEDCT,disorder,Acquired acanthosis nigricans | Keratosis nigricans
SCTID:721945009,AnatomicalSite,Structure of macula lutea of right eye,SNOMEDCT,body structure,Structure of macula lutea of right eye
SCTID:721947001,AnatomicalSite,Structure of macula lutea of left eye,SNOMEDCT,body structure,Structure of macula lutea of left eye
SCTID:721959002,AnatomicalSite,Vitreous body structure of right eye,SNOMEDCT,body structure,Vitreous body structure of right eye
SCTID:721960007,AnatomicalSite,Vitreous body structure of left eye,SNOMEDCT,body structure,Vitreous body structure of left eye
SCTID:722141002,AnatomicalSite,Structure of retinal artery of left eye,SNOMEDCT,body structure,Structure of retinal artery of left eye
SCTID:722142009,AnatomicalSite,Structure of retinal artery of right eye,SNOMEDCT,body structure,Structure of retinal artery of right eye
SCTID:72260008,AnatomicalSite,Cervical plexus structure,SNOMEDCT,body structure,Cervical plexus | Cervical plexus structure
SCTID:722990003,Disease,Congenital atrophy of optic nerve,SNOMEDCT,disorder,Congenital atrophy of optic nerve | Congenital optic atrophy
SCTID:72345007,AnatomicalSite,Structure of lens of right eye,SNOMEDCT,body structure,Lens of right eye | Structure of lens of right eye
SCTID:724379002,AnatomicalSite,Structure of left optic nerve,SNOMEDCT,body structure,Left optic nerve | Structure of left optic nerve
SCTID:724380004,AnatomicalSite,Structure of right optic nerve,SNOMEDCT,body structure,Right optic nerve | Structure of right optic nerve
SCTID:725401007,AnatomicalSite,Structure of soft tissue of foot,SNOMEDCT,body structure,Structure of soft tissue of foot
SCTID:73371001,Disease,Neural hearing loss,SNOMEDCT,disorder,Nerve conduction deafness | Nerve deafness | Neural hearing loss | Retrocochlear hearing loss
SCTID:73590005,Disease,Injury of peripheral nerve,SNOMEDCT,disorder,Injury of peripheral nerve | PNI - Peripheral nerve injury | Peripheral nerve injury
SCTID:736652002,Disease,Neonatal metabolic disorder,SNOMEDCT,disorder,Neonatal metabolic disorder
SCTID:736653007,Disease,Neonatal disorder of endocrine system,SNOMEDCT,disorder,Neonatal disorder of endocrine system | Neonatal endocrine disorder
SCTID:737220002,Disease,Anemia due to metabolic disorder,SNOMEDCT,disorder,Anaemia due to metabolic disorder | Anemia due to metabolic disorder | Metabolic anaemia | Metabolic anemia
SCTID:737240009,Disease,Autonomic neuropathy due to endocrine disease,SNOMEDCT,disorder,Autonomic neuropathy due to endocrine disease
SCTID:737241008,Disease,Autonomic neuropathy due to metabolic disease,SNOMEDCT,disorder,Autonomic neuropathy due to metabolic disease
SCTID:73897004,AnatomicalSite,Skin structure of face,SNOMEDCT,body structure,Skin structure of face
SCTID:74281007,AnatomicalSite,Myocardium structure,SNOMEDCT,body structure,Cardiac muscle | Myocardium | Myocardium structure
SCTID:74297002,Disease,Injury of cervical nerve roots,SNOMEDCT,disorder,Cervical nerve root injury | Injury of cervical nerve roots
SCTID:74853008,Disease,Fibrosis of the skin,SNOMEDCT,disorder,Fibrosis of skin | Fibrosis of the skin | Fibrotic disorder of skin
SCTID:75367002,LabTest,Blood pressure,SNOMEDCT,observable entity,BP - Blood pressure | Blood pressure
SCTID:75594004,Morphology,Xanthomatous deposition,SNOMEDCT,morphologic abnormality,Xanthelasma | Xanthoma | Xanthomatous deposition
SCTID:75934005,Disease,Metabolic disease,SNOMEDCT,disorder,MD - Metabolic disorders | Metabolic disease | Metabolic disorder
SCTID:76197007,Morphology,Hyperplasia,SNOMEDCT,morphologic abnormality,Cellular proliferation | Hypercellularity | Hyperplasia
SCTID:762261001,Finding,Persistent albuminuria,SNOMEDCT,finding,Persistent albuminuria
SCTID:763325000,Disease,Insulin resistance,SNOMEDCT,disorder,Insulin resistance
SCTID:76349003,Disease,Extrapyramidal disease,SNOMEDCT,disorder,Extrapyramidal disease | Extrapyramidal disorder
SCTID:763597000,Disease,Hereditary ataxia,SNOMEDCT,disorder,Hereditary ataxia
SCTID:76375004,AnatomicalSite,Extrapyramidal system structure,SNOMEDCT,body structure,Extrapyramidal system | Extrapyramidal system structure
SCTID:765205004,Disease,Disorder in remission,SNOMEDCT,disorder,Disorder in remission
SCTID:767023003,Qualifier,Period of life beginning after birth and ending before death,SNOMEDCT,qualifier value,Period of life beginning after birth and ending before death | Period of life between birth and death
SCTID:76752008,AnatomicalSite,Breast structure,SNOMEDCT,body structure,Breast | Breast anatomy | Breast structure
SCTID:76853006,AnatomicalSite,Heel structure,SNOMEDCT,body structure,Calcaneal region | Heel | Heel structure
SCTID:76993005,AnatomicalSite,Enamel structure,SNOMEDCT,body structure,Enamel | Enamel structure
SCTID:770597003,AnatomicalSite,Structure of retinal vein of right eye,SNOMEDCT,body structure,Structure of retinal vein of right eye
SCTID:770598008,AnatomicalSite,Structure of retinal vein of left eye,SNOMEDCT,body structure,Structure of retinal vein of left eye
SCTID:7769000,AnatomicalSite,Structure of right foot,SNOMEDCT,body structure,Right foot | Structure of right foot
SCTID:78076003,AnatomicalSite,Structure of lens of eye,SNOMEDCT,body structure,Crystalline lens | Lens | Lens clear | Lens of eye | Lens structure | Ocular lens | Structure of lens of eye
SCTID:782173000,Morphology,Agenesis,SNOMEDCT,morphologic abnormality,Agenesis
SCTID:782964007,Disease,Genetic disease,SNOMEDCT,disorder,Genetic disease
